level,id,title,summary,weight,requires,excludes,stKeywords,personaHooks,narrative_identity,narrative_history,narrative_activation,loreRefs,loreNotes,usage
origin,origin_condition_unstable_adults,Взрослые вокруг тебя были ненадёжны или временные,Взрослые вокруг тебя были ненадёжны или временные,8,,,нестабильность | детство,Взрослые вокруг тебя были ненадёжны или временные,Взрослые вокруг тебя были ненадёжны или временные,,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_condition_overcontrolled,"Твою жизнь слишком жёстко контролировали, и ты привык жить по правилам или ломать их","Твою жизнь слишком жёстко контролировали, и ты привык жить по правилам или ломать их",6,,,контроль | дисциплина,"Твою жизнь слишком жёстко контролировали, и ты привык жить по правилам или ломать их","Твою жизнь слишком жёстко контролировали, и ты привык жить по правилам или ломать их",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_place_sleep_halls,"Ты вырос в общем спальном секторе, где никогда не бывает полностью темно","Ты вырос в общем спальном секторе, где никогда не бывает полностью темно",8,,,,"Ты вырос в общем спальном секторе, где никогда не бывает полностью темно","Ты вырос в общем спальном секторе, где никогда не бывает полностью темно",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_place_near_reactors,"Ты вырос рядом с реакторами, где воздух всегда немного тёплый","Ты вырос рядом с реакторами, где воздух всегда немного тёплый",7,,,,"Ты вырос рядом с реакторами, где воздух всегда немного тёплый","Ты вырос рядом с реакторами, где воздух всегда немного тёплый",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_place_storage,"Ты вырос среди складов, где вещи важнее людей","Ты вырос среди складов, где вещи важнее людей",7,,,,"Ты вырос среди складов, где вещи важнее людей","Ты вырос среди складов, где вещи важнее людей",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_place_med_block,"Ты вырос рядом с медблоком, где люди часто исчезают за дверями","Ты вырос рядом с медблоком, где люди часто исчезают за дверями",6,,,,"Ты вырос рядом с медблоком, где люди часто исчезают за дверями","Ты вырос рядом с медблоком, где люди часто исчезают за дверями",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_place_food_lines,"Ты вырос там, где постоянно стоят очереди за едой","Ты вырос там, где постоянно стоят очереди за едой",8,,,,"Ты вырос там, где постоянно стоят очереди за едой","Ты вырос там, где постоянно стоят очереди за едой",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_place_abandoned_ring,"Ты вырос на частично заброшенном уровне, где не всё работает","Ты вырос на частично заброшенном уровне, где не всё работает",7,,,,"Ты вырос на частично заброшенном уровне, где не всё работает","Ты вырос на частично заброшенном уровне, где не всё работает",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_activity_sorted_waste,Ты сортировал отходы и быстро научился находить полезное,Ты сортировал отходы и быстро научился находить полезное,8,,,,Ты сортировал отходы и быстро научился находить полезное,Ты сортировал отходы и быстро научился находить полезное,,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_activity_listened,Ты слушал разговоры взрослых и делал выводы,Ты слушал разговоры взрослых и делал выводы,7,,,,Ты слушал разговоры взрослых и делал выводы,Ты слушал разговоры взрослых и делал выводы,,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_activity_guarded,"Тебя ставили следить за чем-то, что ты не до конца понимал","Тебя ставили следить за чем-то, что ты не до конца понимал",6,,,,"Тебя ставили следить за чем-то, что ты не до конца понимал","Тебя ставили следить за чем-то, что ты не до конца понимал",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_activity_followed_someone,"Ты ходил за кем-то, потому что один оставаться было хуже","Ты ходил за кем-то, потому что один оставаться было хуже",7,,,,"Ты ходил за кем-то, потому что один оставаться было хуже","Ты ходил за кем-то, потому что один оставаться было хуже",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_activity_fixed_illegally,"Ты чинил вещи, которые не должен был трогать","Ты чинил вещи, которые не должен был трогать",6,,,,"Ты чинил вещи, которые не должен был трогать","Ты чинил вещи, которые не должен был трогать",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_activity_shared_food,"Ты делил еду с другими, даже когда её не хватало","Ты делил еду с другими, даже когда её не хватало",5,,,,"Ты делил еду с другими, даже когда её не хватало","Ты делил еду с другими, даже когда её не хватало",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_condition_hunger,Ты часто недоедал и научился игнорировать это,Ты часто недоедал и научился игнорировать это,8,,,,Ты часто недоедал и научился игнорировать это,Ты часто недоедал и научился игнорировать это,,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_condition_crowded,Ты жил среди слишком большого количества людей,Ты жил среди слишком большого количества людей,9,,,,Ты жил среди слишком большого количества людей,Ты жил среди слишком большого количества людей,,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_condition_watched,"Ты привык, что за тобой наблюдают","Ты привык, что за тобой наблюдают",7,,,,"Ты привык, что за тобой наблюдают","Ты привык, что за тобой наблюдают",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_condition_replaceable,"Ты рано понял, что тебя легко заменить","Ты рано понял, что тебя легко заменить",9,,,,"Ты рано понял, что тебя легко заменить","Ты рано понял, что тебя легко заменить",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
origin,origin_condition_small_privileges,"У тебя были мелкие привилегии, за которые приходилось платить","У тебя были мелкие привилегии, за которые приходилось платить",6,,,,"У тебя были мелкие привилегии, за которые приходилось платить","У тебя были мелкие привилегии, за которые приходилось платить",,,,,"Формирует происхождение персонажа: summary/personaHooks попадают в [Характер и повадки], narrative.* строят блок Identity/History."
event,event_left_waiting,"Однажды тебе сказали подождать, и за тобой не вернулись","Однажды тебе сказали подождать, и за тобой не вернулись",8,,,,"Однажды тебе сказали подождать, и за тобой не вернулись","Однажды тебе сказали подождать, и за тобой не вернулись",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_saw_wrong_thing,"Ты увидел что-то, что не должен был видеть, и сделал вид, что этого не было","Ты увидел что-то, что не должен был видеть, и сделал вид, что этого не было",9,,,,"Ты увидел что-то, что не должен был видеть, и сделал вид, что этого не было","Ты увидел что-то, что не должен был видеть, и сделал вид, что этого не было",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_helped_and_regretted,"Ты помог кому-то, и это обернулось проблемой для тебя","Ты помог кому-то, и это обернулось проблемой для тебя",7,,,,"Ты помог кому-то, и это обернулось проблемой для тебя","Ты помог кому-то, и это обернулось проблемой для тебя",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_didnt_help,"Ты не вмешался, когда мог, и это осталось с тобой","Ты не вмешался, когда мог, и это осталось с тобой",9,,,,"Ты не вмешался, когда мог, и это осталось с тобой","Ты не вмешался, когда мог, и это осталось с тобой",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_was_used,"Тебя использовали, и ты понял это слишком поздно","Тебя использовали, и ты понял это слишком поздно",8,,,,"Тебя использовали, и ты понял это слишком поздно","Тебя использовали, и ты понял это слишком поздно",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_someone_was_kind,"Кто-то сделал для тебя что-то хорошее без причины, и ты до сих пор не понимаешь зачем","Кто-то сделал для тебя что-то хорошее без причины, и ты до сих пор не понимаешь зачем",6,,,,"Кто-то сделал для тебя что-то хорошее без причины, и ты до сих пор не понимаешь зачем","Кто-то сделал для тебя что-то хорошее без причины, и ты до сих пор не понимаешь зачем",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_locked_inside,"Тебя однажды заперли, и никто не спешил открывать","Тебя однажды заперли, и никто не спешил открывать",8,,,,"Тебя однажды заперли, и никто не спешил открывать","Тебя однажды заперли, и никто не спешил открывать",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_given_choice_fake,"Тебе дали выбор, который на самом деле не был выбором","Тебе дали выбор, который на самом деле не был выбором",9,,,,"Тебе дали выбор, который на самом деле не был выбором","Тебе дали выбор, который на самом деле не был выбором",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_someone_disappeared,"Кто-то исчез, и все сделали вид, что так и должно быть","Кто-то исчез, и все сделали вид, что так и должно быть",9,,,,"Кто-то исчез, и все сделали вид, что так и должно быть","Кто-то исчез, и все сделали вид, что так и должно быть",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_praised_once,"Тебя один раз искренне похвалили, и ты это запомнил","Тебя один раз искренне похвалили, и ты это запомнил",6,,,,"Тебя один раз искренне похвалили, и ты это запомнил","Тебя один раз искренне похвалили, и ты это запомнил",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_punished_unfair,"Тебя наказали за то, что ты не делал","Тебя наказали за то, что ты не делал",8,,,,"Тебя наказали за то, что ты не делал","Тебя наказали за то, что ты не делал",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
event,event_found_something,"Ты нашёл что-то, что лучше было не находить","Ты нашёл что-то, что лучше было не находить",8,,,,"Ты нашёл что-то, что лучше было не находить","Ты нашёл что-то, что лучше было не находить",,,,,Определяет важные события прошлого — подмешиваются в [Характер и повадки] и биографию.
trait,trait_scan_exits,"Ты всегда отмечаешь, где выход","Ты всегда отмечаешь, где выход",9,,,,"Ты всегда отмечаешь, где выход","Ты всегда отмечаешь, где выход",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_speak_less,"Ты говоришь меньше, чем знаешь","Ты говоришь меньше, чем знаешь",9,,,,"Ты говоришь меньше, чем знаешь","Ты говоришь меньше, чем знаешь",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_expect_cost,"Ты ожидаешь, что за всё придётся платить","Ты ожидаешь, что за всё придётся платить",8,,,,"Ты ожидаешь, что за всё придётся платить","Ты ожидаешь, что за всё придётся платить",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_fix_things,"Ты пытаешься чинить всё, что можно починить","Ты пытаешься чинить всё, что можно починить",8,,,,"Ты пытаешься чинить всё, что можно починить","Ты пытаешься чинить всё, что можно починить",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_avoid_attention,Ты стараешься не привлекать к себе лишнего внимания,Ты стараешься не привлекать к себе лишнего внимания,8,,,,Ты стараешься не привлекать к себе лишнего внимания,Ты стараешься не привлекать к себе лишнего внимания,,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_joke_when_bad,"Ты шутишь, когда становится хуже","Ты шутишь, когда становится хуже",7,,,,"Ты шутишь, когда становится хуже","Ты шутишь, когда становится хуже",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_need_control,"Ты пытаешься держать ситуацию под контролем, даже когда это невозможно","Ты пытаешься держать ситуацию под контролем, даже когда это невозможно",7,,,,"Ты пытаешься держать ситуацию под контролем, даже когда это невозможно","Ты пытаешься держать ситуацию под контролем, даже когда это невозможно",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_dont_trust_promises,Ты не веришь расплывчатым обещаниям,Ты не веришь расплывчатым обещаниям,8,,,,Ты не веришь расплывчатым обещаниям,Ты не веришь расплывчатым обещаниям,,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_watch_people,"Ты сначала смотришь, потом действуешь","Ты сначала смотришь, потом действуешь",7,,,,"Ты сначала смотришь, потом действуешь","Ты сначала смотришь, потом действуешь",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_remember_small,"Ты запоминаешь мелкие детали, которые другие игнорируют","Ты запоминаешь мелкие детали, которые другие игнорируют",7,,,,"Ты запоминаешь мелкие детали, которые другие игнорируют","Ты запоминаешь мелкие детали, которые другие игнорируют",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_keep_distance,"Ты держишь дистанцию, даже когда это не нужно","Ты держишь дистанцию, даже когда это не нужно",8,,,,"Ты держишь дистанцию, даже когда это не нужно","Ты держишь дистанцию, даже когда это не нужно",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_test_people,"Ты проверяешь людей, прежде чем доверять им","Ты проверяешь людей, прежде чем доверять им",8,,,,"Ты проверяешь людей, прежде чем доверять им","Ты проверяешь людей, прежде чем доверять им",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_take_more,"Ты берёшь чуть больше, чем тебе дают","Ты берёшь чуть больше, чем тебе дают",7,,,,"Ты берёшь чуть больше, чем тебе дают","Ты берёшь чуть больше, чем тебе дают",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_leave_early,"Ты уходишь раньше, чем становится плохо","Ты уходишь раньше, чем становится плохо",7,,,,"Ты уходишь раньше, чем становится плохо","Ты уходишь раньше, чем становится плохо",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_stay_too_long,"Ты остаёшься дольше, чем следовало бы","Ты остаёшься дольше, чем следовало бы",6,,,,"Ты остаёшься дольше, чем следовало бы","Ты остаёшься дольше, чем следовало бы",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_copy_behavior,"Ты копируешь поведение других, чтобы вписаться","Ты копируешь поведение других, чтобы вписаться",7,,,,"Ты копируешь поведение других, чтобы вписаться","Ты копируешь поведение других, чтобы вписаться",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_hide_important,"Ты скрываешь важное, даже когда не обязан","Ты скрываешь важное, даже когда не обязан",8,,,,"Ты скрываешь важное, даже когда не обязан","Ты скрываешь важное, даже когда не обязан",,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
trait,trait_collect_info,Ты собираешь информацию на всякий случай,Ты собираешь информацию на всякий случай,8,,,,Ты собираешь информацию на всякий случай,Ты собираешь информацию на всякий случай,,,,,"Черты характера/поведения для блока [Характер и повадки]; помогают задать актуальное поведение."
